VRSK,Date
27.03998565673828,2010-02-25 00:00:00-05:00
27.3492374420166,2010-02-26 00:00:00-05:00
27.44587516784668,2010-03-01 00:00:00-05:00
27.078645706176758,2010-03-02 00:00:00-05:00
26.701744079589844,2010-03-03 00:00:00-05:00
26.32485008239746,2010-03-04 00:00:00-05:00
26.46014404296875,2010-03-05 00:00:00-05:00
28.054710388183594,2010-03-08 00:00:00-05:00
27.49420166015625,2010-03-09 00:00:00-05:00
27.571508407592773,2010-03-10 00:00:00-05:00
27.242931365966797,2010-03-11 00:00:00-05:00
27.25259780883789,2010-03-12 00:00:00-05:00
27.155954360961914,2010-03-15 00:00:00-04:00
27.107633590698242,2010-03-16 00:00:00-04:00
27.068981170654297,2010-03-17 00:00:00-04:00
27.416885375976562,2010-03-18 00:00:00-04:00
27.339574813842773,2010-03-19 00:00:00-04:00
27.25259780883789,2010-03-22 00:00:00-04:00
27.05931854248047,2010-03-23 00:00:00-04:00
27.078645706176758,2010-03-24 00:00:00-04:00
27.05931854248047,2010-03-25 00:00:00-04:00
27.126968383789062,2010-03-26 00:00:00-04:00
27.05931854248047,2010-03-29 00:00:00-04:00
26.972339630126953,2010-03-30 00:00:00-04:00
27.25259780883789,2010-03-31 00:00:00-04:00
27.04965591430664,2010-04-01 00:00:00-04:00
26.9530086517334,2010-04-05 00:00:00-04:00
27.213939666748047,2010-04-06 00:00:00-04:00
26.875699996948242,2010-04-07 00:00:00-04:00
26.72107696533203,2010-04-08 00:00:00-04:00
27.03998565673828,2010-04-09 00:00:00-04:00
27.097972869873047,2010-04-12 00:00:00-04:00
27.126968383789062,2010-04-13 00:00:00-04:00
27.600500106811523,2010-04-14 00:00:00-04:00
27.242931365966797,2010-04-15 00:00:00-04:00
27.078645706176758,2010-04-16 00:00:00-04:00
27.29125213623047,2010-04-19 00:00:00-04:00
27.339574813842773,2010-04-20 00:00:00-04:00
27.213939666748047,2010-04-21 00:00:00-04:00
27.25259780883789,2010-04-22 00:00:00-04:00
27.358903884887695,2010-04-23 00:00:00-04:00
27.600500106811523,2010-04-26 00:00:00-04:00
27.55217742919922,2010-04-27 00:00:00-04:00
26.866031646728516,2010-04-28 00:00:00-04:00
27.08831214904785,2010-04-29 00:00:00-04:00
27.078645706176758,2010-04-30 00:00:00-04:00
27.204273223876953,2010-05-03 00:00:00-04:00
27.397558212280273,2010-05-04 00:00:00-04:00
27.3492374420166,2010-05-05 00:00:00-04:00
27.04965591430664,2010-05-06 00:00:00-04:00
26.788721084594727,2010-05-07 00:00:00-04:00
26.8950252532959,2010-05-10 00:00:00-04:00
27.50385856628418,2010-05-11 00:00:00-04:00
28.91481590270996,2010-05-12 00:00:00-04:00
29.282045364379883,2010-05-13 00:00:00-04:00
29.794240951538086,2010-05-14 00:00:00-04:00
29.716930389404297,2010-05-17 00:00:00-04:00
29.282045364379883,2010-05-18 00:00:00-04:00
28.98246192932129,2010-05-19 00:00:00-04:00
28.257659912109375,2010-05-20 00:00:00-04:00
28.035385131835938,2010-05-21 00:00:00-04:00
28.24799156188965,2010-05-24 00:00:00-04:00
28.731197357177734,2010-05-25 00:00:00-04:00
28.267322540283203,2010-05-26 00:00:00-04:00
28.76018714904785,2010-05-27 00:00:00-04:00
29.233722686767578,2010-05-28 00:00:00-04:00
28.70220184326172,2010-06-01 00:00:00-04:00
29.243391036987305,2010-06-02 00:00:00-04:00
29.67827033996582,2010-06-03 00:00:00-04:00
29.011451721191406,2010-06-04 00:00:00-04:00
28.586231231689453,2010-06-07 00:00:00-04:00
28.586231231689453,2010-06-08 00:00:00-04:00
27.977401733398438,2010-06-09 00:00:00-04:00
28.479930877685547,2010-06-10 00:00:00-04:00
28.55724334716797,2010-06-11 00:00:00-04:00
29.378690719604492,2010-06-14 00:00:00-04:00
29.504318237304688,2010-06-15 00:00:00-04:00
29.204729080200195,2010-06-16 00:00:00-04:00
29.330366134643555,2010-06-17 00:00:00-04:00
29.378690719604492,2010-06-18 00:00:00-04:00
28.9631290435791,2010-06-21 00:00:00-04:00
29.62995147705078,2010-06-22 00:00:00-04:00
29.34969711303711,2010-06-23 00:00:00-04:00
29.108095169067383,2010-06-24 00:00:00-04:00
29.89088249206543,2010-06-25 00:00:00-04:00
29.78457260131836,2010-06-28 00:00:00-04:00
28.70220184326172,2010-06-29 00:00:00-04:00
28.895483016967773,2010-06-30 00:00:00-04:00
29.185405731201172,2010-07-01 00:00:00-04:00
29.11775779724121,2010-07-02 00:00:00-04:00
29.040447235107422,2010-07-06 00:00:00-04:00
28.586231231689453,2010-07-07 00:00:00-04:00
28.42194366455078,2010-07-08 00:00:00-04:00
28.383291244506836,2010-07-09 00:00:00-04:00
28.209339141845703,2010-07-12 00:00:00-04:00
28.228668212890625,2010-07-13 00:00:00-04:00
28.32530403137207,2010-07-14 00:00:00-04:00
28.02572250366211,2010-07-15 00:00:00-04:00
27.88076400756836,2010-07-16 00:00:00-04:00
27.78411865234375,2010-07-19 00:00:00-04:00
27.832439422607422,2010-07-20 00:00:00-04:00
27.571508407592773,2010-07-21 00:00:00-04:00
27.822772979736328,2010-07-22 00:00:00-04:00
28.460601806640625,2010-07-23 00:00:00-04:00
28.972797393798828,2010-07-26 00:00:00-04:00
28.605566024780273,2010-07-27 00:00:00-04:00
28.14168930053711,2010-07-28 00:00:00-04:00
28.16101837158203,2010-07-29 00:00:00-04:00
28.692537307739258,2010-07-30 00:00:00-04:00
28.402618408203125,2010-08-02 00:00:00-04:00
27.851768493652344,2010-08-03 00:00:00-04:00
28.441272735595703,2010-08-04 00:00:00-04:00
27.63916015625,2010-08-05 00:00:00-04:00
27.542524337768555,2010-08-06 00:00:00-04:00
27.51352882385254,2010-08-09 00:00:00-04:00
27.4652042388916,2010-08-10 00:00:00-04:00
27.416885375976562,2010-08-11 00:00:00-04:00
27.387895584106445,2010-08-12 00:00:00-04:00
27.358903884887695,2010-08-13 00:00:00-04:00
27.25259780883789,2010-08-16 00:00:00-04:00
27.44587516784668,2010-08-17 00:00:00-04:00
27.242931365966797,2010-08-18 00:00:00-04:00
27.36856460571289,2010-08-19 00:00:00-04:00
27.51352882385254,2010-08-20 00:00:00-04:00
27.02065658569336,2010-08-23 00:00:00-04:00
27.05931854248047,2010-08-24 00:00:00-04:00
26.83704376220703,2010-08-25 00:00:00-04:00
26.672752380371094,2010-08-26 00:00:00-04:00
26.98200225830078,2010-08-27 00:00:00-04:00
26.817718505859375,2010-08-30 00:00:00-04:00
26.885360717773438,2010-08-31 00:00:00-04:00
27.19461441040039,2010-09-01 00:00:00-04:00
27.416885375976562,2010-09-02 00:00:00-04:00
27.204273223876953,2010-09-03 00:00:00-04:00
26.924022674560547,2010-09-07 00:00:00-04:00
26.634098052978516,2010-09-08 00:00:00-04:00
26.866031646728516,2010-09-09 00:00:00-04:00
26.91435432434082,2010-09-10 00:00:00-04:00
27.05931854248047,2010-09-13 00:00:00-04:00
26.8950252532959,2010-09-14 00:00:00-04:00
27.4652042388916,2010-09-15 00:00:00-04:00
26.904691696166992,2010-09-16 00:00:00-04:00
27.05931854248047,2010-09-17 00:00:00-04:00
27.242931365966797,2010-09-20 00:00:00-04:00
27.068981170654297,2010-09-21 00:00:00-04:00
27.51352882385254,2010-09-22 00:00:00-04:00
27.358903884887695,2010-09-23 00:00:00-04:00
27.43621253967285,2010-09-24 00:00:00-04:00
26.614770889282227,2010-09-27 00:00:00-04:00
26.33451271057129,2010-09-28 00:00:00-04:00
26.933683395385742,2010-09-29 00:00:00-04:00
27.068981170654297,2010-09-30 00:00:00-04:00
27.36856460571289,2010-10-01 00:00:00-04:00
27.13662338256836,2010-10-04 00:00:00-04:00
26.769393920898438,2010-10-05 00:00:00-04:00
26.98200225830078,2010-10-06 00:00:00-04:00
26.711416244506836,2010-10-07 00:00:00-04:00
27.05931854248047,2010-10-08 00:00:00-04:00
27.25259780883789,2010-10-11 00:00:00-04:00
27.668153762817383,2010-10-12 00:00:00-04:00
27.44587516784668,2010-10-13 00:00:00-04:00
27.65848731994629,2010-10-14 00:00:00-04:00
27.909751892089844,2010-10-15 00:00:00-04:00
28.537912368774414,2010-10-18 00:00:00-04:00
28.4992618560791,2010-10-19 00:00:00-04:00
28.673208236694336,2010-10-20 00:00:00-04:00
28.334972381591797,2010-10-21 00:00:00-04:00
28.808507919311523,2010-10-22 00:00:00-04:00
28.769853591918945,2010-10-25 00:00:00-04:00
28.99211883544922,2010-10-26 00:00:00-04:00
28.885818481445312,2010-10-27 00:00:00-04:00
28.595901489257812,2010-10-28 00:00:00-04:00
28.808507919311523,2010-10-29 00:00:00-04:00
28.70220184326172,2010-11-01 00:00:00-04:00
28.354299545288086,2010-11-02 00:00:00-04:00
28.402618408203125,2010-11-03 00:00:00-04:00
29.4849910736084,2010-11-04 00:00:00-04:00
29.2530517578125,2010-11-05 00:00:00-04:00
29.088768005371094,2010-11-08 00:00:00-05:00
28.98246192932129,2010-11-09 00:00:00-05:00
29.504318237304688,2010-11-10 00:00:00-05:00
29.079099655151367,2010-11-11 00:00:00-05:00
28.972797393798828,2010-11-12 00:00:00-05:00
29.098426818847656,2010-11-15 00:00:00-05:00
29.378690719604492,2010-11-16 00:00:00-05:00
29.523645401000977,2010-11-17 00:00:00-05:00
29.958534240722656,2010-11-18 00:00:00-05:00
29.69759750366211,2010-11-19 00:00:00-05:00
29.852222442626953,2010-11-22 00:00:00-05:00
29.427005767822266,2010-11-23 00:00:00-05:00
29.56230354309082,2010-11-24 00:00:00-05:00
29.436668395996094,2010-11-26 00:00:00-05:00
29.069438934326172,2010-11-29 00:00:00-05:00
29.2530517578125,2010-11-30 00:00:00-05:00
29.852222442626953,2010-12-01 00:00:00-05:00
29.92953872680664,2010-12-02 00:00:00-05:00
30.509380340576172,2010-12-03 00:00:00-05:00
30.847620010375977,2010-12-06 00:00:00-05:00
31.417797088623047,2010-12-07 00:00:00-05:00
32.18125534057617,2010-12-08 00:00:00-05:00
32.28757095336914,2010-12-09 00:00:00-05:00
31.891342163085938,2010-12-10 00:00:00-05:00
31.862361907958984,2010-12-13 00:00:00-05:00
32.074951171875,2010-12-14 00:00:00-05:00
32.074951171875,2010-12-15 00:00:00-05:00
32.38420867919922,2010-12-16 00:00:00-05:00
32.790103912353516,2010-12-17 00:00:00-05:00
33.253963470458984,2010-12-20 00:00:00-05:00
33.282958984375,2010-12-21 00:00:00-05:00
33.29262924194336,2010-12-22 00:00:00-05:00
33.051025390625,2010-12-23 00:00:00-05:00
33.43758010864258,2010-12-27 00:00:00-05:00
33.15733337402344,2010-12-28 00:00:00-05:00
33.20564270019531,2010-12-29 00:00:00-05:00
33.23463821411133,2010-12-30 00:00:00-05:00
32.93505859375,2010-12-31 00:00:00-05:00
33.311954498291016,2011-01-03 00:00:00-05:00
33.1186637878418,2011-01-04 00:00:00-05:00
33.1669921875,2011-01-05 00:00:00-05:00
33.18632507324219,2011-01-06 00:00:00-05:00
33.08968734741211,2011-01-07 00:00:00-05:00
33.13800048828125,2011-01-10 00:00:00-05:00
32.79975891113281,2011-01-11 00:00:00-05:00
32.95438003540039,2011-01-12 00:00:00-05:00
32.857749938964844,2011-01-13 00:00:00-05:00
32.5968017578125,2011-01-14 00:00:00-05:00
32.461517333984375,2011-01-18 00:00:00-05:00
32.45185470581055,2011-01-19 00:00:00-05:00
32.28757095336914,2011-01-20 00:00:00-05:00
32.23924255371094,2011-01-21 00:00:00-05:00
32.7031135559082,2011-01-24 00:00:00-05:00
32.98337936401367,2011-01-25 00:00:00-05:00
32.91572570800781,2011-01-26 00:00:00-05:00
33.07035827636719,2011-01-27 00:00:00-05:00
32.616146087646484,2011-01-28 00:00:00-05:00
32.693458557128906,2011-01-31 00:00:00-05:00
33.03170394897461,2011-02-01 00:00:00-05:00
32.74177169799805,2011-02-02 00:00:00-05:00
32.71278762817383,2011-02-03 00:00:00-05:00
32.62580108642578,2011-02-04 00:00:00-05:00
32.7611083984375,2011-02-07 00:00:00-05:00
32.635467529296875,2011-02-08 00:00:00-05:00
32.7611083984375,2011-02-09 00:00:00-05:00
32.62580108642578,2011-02-10 00:00:00-05:00
32.72244644165039,2011-02-11 00:00:00-05:00
32.71278762817383,2011-02-14 00:00:00-05:00
32.5968017578125,2011-02-15 00:00:00-05:00
32.616146087646484,2011-02-16 00:00:00-05:00
32.306888580322266,2011-02-17 00:00:00-05:00
32.64513397216797,2011-02-18 00:00:00-05:00
32.074951171875,2011-02-22 00:00:00-05:00
31.475786209106445,2011-02-23 00:00:00-05:00
31.350147247314453,2011-02-24 00:00:00-05:00
31.398469924926758,2011-02-25 00:00:00-05:00
31.263172149658203,2011-02-28 00:00:00-05:00
29.977859497070312,2011-03-01 00:00:00-05:00
30.258119583129883,2011-03-02 00:00:00-05:00
30.248449325561523,2011-03-03 00:00:00-05:00
30.122817993164062,2011-03-04 00:00:00-05:00
30.876615524291992,2011-03-07 00:00:00-05:00
31.214855194091797,2011-03-08 00:00:00-05:00
31.321157455444336,2011-03-09 00:00:00-05:00
30.934593200683594,2011-03-10 00:00:00-05:00
31.118213653564453,2011-03-11 00:00:00-05:00
30.692995071411133,2011-03-14 00:00:00-04:00
30.66400146484375,2011-03-15 00:00:00-04:00
30.180801391601562,2011-03-16 00:00:00-04:00
29.92953872680664,2011-03-17 00:00:00-04:00
30.55770492553711,2011-03-18 00:00:00-04:00
30.837955474853516,2011-03-21 00:00:00-04:00
30.64467430114746,2011-03-22 00:00:00-04:00
30.876615524291992,2011-03-23 00:00:00-04:00
31.398469924926758,2011-03-24 00:00:00-04:00
31.311498641967773,2011-03-25 00:00:00-04:00
31.13754653930664,2011-03-28 00:00:00-04:00
31.611082077026367,2011-03-29 00:00:00-04:00
31.66905403137207,2011-03-30 00:00:00-04:00
31.659399032592773,2011-03-31 00:00:00-04:00
32.18125534057617,2011-04-01 00:00:00-04:00
32.016971588134766,2011-04-04 00:00:00-04:00
32.33588790893555,2011-04-05 00:00:00-04:00
32.32622528076172,2011-04-06 00:00:00-04:00
31.891342163085938,2011-04-07 00:00:00-04:00
31.514442443847656,2011-04-08 00:00:00-04:00
31.446788787841797,2011-04-11 00:00:00-04:00
31.524105072021484,2011-04-12 00:00:00-04:00
32.02663803100586,2011-04-13 00:00:00-04:00
32.21991729736328,2011-04-14 00:00:00-04:00
31.968650817871094,2011-04-15 00:00:00-04:00
31.891342163085938,2011-04-18 00:00:00-04:00
31.872007369995117,2011-04-19 00:00:00-04:00
31.862361907958984,2011-04-20 00:00:00-04:00
31.910667419433594,2011-04-21 00:00:00-04:00
32.045963287353516,2011-04-25 00:00:00-04:00
32.32622528076172,2011-04-26 00:00:00-04:00
31.978317260742188,2011-04-27 00:00:00-04:00
31.891342163085938,2011-04-28 00:00:00-04:00
31.794696807861328,2011-04-29 00:00:00-04:00
31.746376037597656,2011-05-02 00:00:00-04:00
32.26823425292969,2011-05-03 00:00:00-04:00
32.47117614746094,2011-05-04 00:00:00-04:00
33.01236343383789,2011-05-05 00:00:00-04:00
32.8287467956543,2011-05-06 00:00:00-04:00
32.86740493774414,2011-05-09 00:00:00-04:00
33.253963470458984,2011-05-10 00:00:00-04:00
33.2153205871582,2011-05-11 00:00:00-04:00
33.53422927856445,2011-05-12 00:00:00-04:00
33.340946197509766,2011-05-13 00:00:00-04:00
33.01236343383789,2011-05-16 00:00:00-04:00
32.925392150878906,2011-05-17 00:00:00-04:00
33.4569091796875,2011-05-18 00:00:00-04:00
33.55355453491211,2011-05-19 00:00:00-04:00
32.877071380615234,2011-05-20 00:00:00-04:00
32.809425354003906,2011-05-23 00:00:00-04:00
32.5968017578125,2011-05-24 00:00:00-04:00
32.7031135559082,2011-05-25 00:00:00-04:00
32.6547966003418,2011-05-26 00:00:00-04:00
32.78042984008789,2011-05-27 00:00:00-04:00
32.906063079833984,2011-05-31 00:00:00-04:00
32.790103912353516,2011-06-01 00:00:00-04:00
32.95438003540039,2011-06-02 00:00:00-04:00
32.97371292114258,2011-06-03 00:00:00-04:00
32.91572570800781,2011-06-06 00:00:00-04:00
32.461517333984375,2011-06-07 00:00:00-04:00
32.442203521728516,2011-06-08 00:00:00-04:00
32.75144577026367,2011-06-09 00:00:00-04:00
32.56782531738281,2011-06-10 00:00:00-04:00
32.43252944946289,2011-06-13 00:00:00-04:00
32.693458557128906,2011-06-14 00:00:00-04:00
32.68378829956055,2011-06-15 00:00:00-04:00
32.906063079833984,2011-06-16 00:00:00-04:00
32.73211669921875,2011-06-17 00:00:00-04:00
32.79975891113281,2011-06-20 00:00:00-04:00
32.857749938964844,2011-06-21 00:00:00-04:00
33.051025390625,2011-06-22 00:00:00-04:00
33.17665481567383,2011-06-23 00:00:00-04:00
32.84807205200195,2011-06-24 00:00:00-04:00
32.8287467956543,2011-06-27 00:00:00-04:00
33.1186637878418,2011-06-28 00:00:00-04:00
33.2153205871582,2011-06-29 00:00:00-04:00
33.4569091796875,2011-06-30 00:00:00-04:00
33.73715591430664,2011-07-01 00:00:00-04:00
33.582542419433594,2011-07-05 00:00:00-04:00
33.80481719970703,2011-07-06 00:00:00-04:00
33.969112396240234,2011-07-07 00:00:00-04:00
33.77582931518555,2011-07-08 00:00:00-04:00
33.29262924194336,2011-07-11 00:00:00-04:00
32.906063079833984,2011-07-12 00:00:00-04:00
32.9930419921875,2011-07-13 00:00:00-04:00
32.4131965637207,2011-07-14 00:00:00-04:00
32.19093322753906,2011-07-15 00:00:00-04:00
32.56782531738281,2011-07-18 00:00:00-04:00
32.258567810058594,2011-07-19 00:00:00-04:00
32.27790069580078,2011-07-20 00:00:00-04:00
32.422855377197266,2011-07-21 00:00:00-04:00
32.38420867919922,2011-07-22 00:00:00-04:00
32.5388298034668,2011-07-25 00:00:00-04:00
32.374534606933594,2011-07-26 00:00:00-04:00
32.045963287353516,2011-07-27 00:00:00-04:00
32.11361312866211,2011-07-28 00:00:00-04:00
32.18125534057617,2011-07-29 00:00:00-04:00
31.698055267333984,2011-08-01 00:00:00-04:00
30.39341163635254,2011-08-02 00:00:00-04:00
32.306888580322266,2011-08-03 00:00:00-04:00
31.881675720214844,2011-08-04 00:00:00-04:00
32.0652961730957,2011-08-05 00:00:00-04:00
30.44173240661621,2011-08-08 00:00:00-04:00
30.85728645324707,2011-08-09 00:00:00-04:00
29.939199447631836,2011-08-10 00:00:00-04:00
30.847620010375977,2011-08-11 00:00:00-04:00
31.13754653930664,2011-08-12 00:00:00-04:00
31.127880096435547,2011-08-15 00:00:00-04:00
31.408132553100586,2011-08-16 00:00:00-04:00
31.301828384399414,2011-08-17 00:00:00-04:00
30.615680694580078,2011-08-18 00:00:00-04:00
30.5770263671875,2011-08-19 00:00:00-04:00
31.7270565032959,2011-08-22 00:00:00-04:00
32.8287467956543,2011-08-23 00:00:00-04:00
32.8287467956543,2011-08-24 00:00:00-04:00
32.20058822631836,2011-08-25 00:00:00-04:00
32.5388298034668,2011-08-26 00:00:00-04:00
33.26362991333008,2011-08-29 00:00:00-04:00
33.36028289794922,2011-08-30 00:00:00-04:00
33.669525146484375,2011-08-31 00:00:00-04:00
33.37961196899414,2011-09-01 00:00:00-04:00
32.78042984008789,2011-09-02 00:00:00-04:00
32.33588790893555,2011-09-06 00:00:00-04:00
33.17665481567383,2011-09-07 00:00:00-04:00
33.051025390625,2011-09-08 00:00:00-04:00
32.31654739379883,2011-09-09 00:00:00-04:00
32.14260482788086,2011-09-12 00:00:00-04:00
32.529170989990234,2011-09-13 00:00:00-04:00
33.57288360595703,2011-09-14 00:00:00-04:00
33.621212005615234,2011-09-15 00:00:00-04:00
33.611541748046875,2011-09-16 00:00:00-04:00
33.20564270019531,2011-09-19 00:00:00-04:00
33.69851303100586,2011-09-20 00:00:00-04:00
33.82415771484375,2011-09-21 00:00:00-04:00
32.790103912353516,2011-09-22 00:00:00-04:00
32.016971588134766,2011-09-23 00:00:00-04:00
32.49050521850586,2011-09-26 00:00:00-04:00
33.33127975463867,2011-09-27 00:00:00-04:00
33.022037506103516,2011-09-28 00:00:00-04:00
33.33127975463867,2011-09-29 00:00:00-04:00
33.601871490478516,2011-09-30 00:00:00-04:00
31.94932746887207,2011-10-03 00:00:00-04:00
33.476234436035156,2011-10-04 00:00:00-04:00
33.09933853149414,2011-10-05 00:00:00-04:00
33.15733337402344,2011-10-06 00:00:00-04:00
33.4569091796875,2011-10-07 00:00:00-04:00
33.77582931518555,2011-10-10 00:00:00-04:00
33.82415771484375,2011-10-11 00:00:00-04:00
33.901451110839844,2011-10-12 00:00:00-04:00
33.5632209777832,2011-10-13 00:00:00-04:00
33.727508544921875,2011-10-14 00:00:00-04:00
32.7611083984375,2011-10-17 00:00:00-04:00
32.7611083984375,2011-10-18 00:00:00-04:00
32.88673400878906,2011-10-19 00:00:00-04:00
33.273292541503906,2011-10-20 00:00:00-04:00
33.41825485229492,2011-10-21 00:00:00-04:00
33.601871490478516,2011-10-24 00:00:00-04:00
32.8287467956543,2011-10-25 00:00:00-04:00
32.9930419921875,2011-10-26 00:00:00-04:00
33.601871490478516,2011-10-27 00:00:00-04:00
33.78549575805664,2011-10-28 00:00:00-04:00
33.969112396240234,2011-10-31 00:00:00-04:00
32.587154388427734,2011-11-01 00:00:00-04:00
34.597267150878906,2011-11-02 00:00:00-04:00
36.162841796875,2011-11-03 00:00:00-04:00
36.694374084472656,2011-11-04 00:00:00-04:00
36.60739517211914,2011-11-07 00:00:00-05:00
36.53007507324219,2011-11-08 00:00:00-05:00
36.20149612426758,2011-11-09 00:00:00-05:00
36.4527702331543,2011-11-10 00:00:00-05:00
36.5107421875,2011-11-11 00:00:00-05:00
35.9889030456543,2011-11-14 00:00:00-05:00
36.44309997558594,2011-11-15 00:00:00-05:00
35.81494140625,2011-11-16 00:00:00-05:00
35.225433349609375,2011-11-17 00:00:00-05:00
34.97416305541992,2011-11-18 00:00:00-05:00
35.312416076660156,2011-11-21 00:00:00-05:00
35.6506462097168,2011-11-22 00:00:00-05:00
35.56366729736328,2011-11-23 00:00:00-05:00
35.901912689208984,2011-11-25 00:00:00-05:00
36.027549743652344,2011-11-28 00:00:00-05:00
36.1048583984375,2011-11-29 00:00:00-05:00
37.96035385131836,2011-11-30 00:00:00-05:00
37.44816970825195,2011-12-01 00:00:00-05:00
37.97968292236328,2011-12-02 00:00:00-05:00
37.438499450683594,2011-12-05 00:00:00-05:00
36.78134536743164,2011-12-06 00:00:00-05:00
37.27421188354492,2011-12-07 00:00:00-05:00
36.72335433959961,2011-12-08 00:00:00-05:00
37.60279083251953,2011-12-09 00:00:00-05:00
37.27421188354492,2011-12-12 00:00:00-05:00
37.245216369628906,2011-12-13 00:00:00-05:00
36.984291076660156,2011-12-14 00:00:00-05:00
37.18723678588867,2011-12-15 00:00:00-05:00
38.07632827758789,2011-12-16 00:00:00-05:00
37.75741195678711,2011-12-19 00:00:00-05:00
38.49188995361328,2011-12-20 00:00:00-05:00
38.17295837402344,2011-12-21 00:00:00-05:00
37.86371994018555,2011-12-22 00:00:00-05:00
